Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
ab074997-79db-3114-b6ac-5c21cda8ee3a,REGALCARE AT HARWICH LLC,111 HEADWATERS DR,HARWICH,MA,026451028,41.705945549999996,-70.08904355,5084301717,0.0,4
ce53c877-0290-390a-b4b4-2462001a1713,CIRCLE HOME,847 ROGERS STREET  SUITE 201,LOWELL,MA,018524345,42.6275246,-71.27673639687623,9784599343,0.0,18
34f0b10a-5e29-31de-a75e-e0bb03c0c0d4,WESTON PRIMARY CARE  PC,56 COLPITTS RD,WESTON,MA,024931568,42.36610065,-71.3036759,7818910906,0.0,33
195620ae-835c-3da6-8600-3bd89fe8292d,ELIZABETH SETON RESIDENCE INC,125 OAKLAND ST,WELLESLEY HILLS,MA,024815338,42.308723900000004,-71.26421651568413,7812372161,0.0,1
2befa435-3070-3350-a15c-e43ac1e84b24,HOLYOKE VISITING NURSE ASSOC & HOSPICE LIFE CARE,575 BEECH STREET,HOLYOKE,MA,010406604,42.20105435,-72.628169560868,4135345691,0.0,6
00ffb204-07b4-3c72-a678-fa252e6cf86c,BEDFORD-LEXINGTON INTERNAL MEDICINE  PC,450 BEDFORD ST,LEXINGTON,MA,02420,42.47370735,-71.25090005,7812746274,0.0,35
70a26106-6797-39f8-83e6-6bcf212b99ad,CEDAR STREET FAMILY CLINIC INC,340 MAIN ST,WORCESTER,MA,016081601,42.53616075,-71.74831883675786,5087521331,0.0,36
b8421363-9807-3b16-a146-95336eea5cfb,COOLEY DICKINSON HOSPITAL INC,30 LOCUST ST,NORTHAMPTON,MA,010602052,42.33032115,-72.65330802608176,4135822000,0.0,127
8424b5ec-ba0a-32e9-94ae-a9d397884093,GENTLE HOME CARE SERVICES,49 BLANCHARD STREET  SUITE 101,LAWRENCE,MA,018431456,42.69651155,-71.1612176954981,9782588479,0.0,14
945104f1-4b95-3eed-bd02-5efa0afbf34d,DIGNITY HOSPICE CARE INC,20 CENTRAL AVE # 506,LYNN,MA,019011201,42.46410018181818,-70.9465129090909,8572054114,0.0,1
fbd4ccdf-2fdb-3652-9bbe-1ccff886bd34,CROWN HOME HEALTHCARE MA  INC,320 CENTRAL STREET  UNIT A2,SAUGUS,MA,019062372,42.4632069,-71.0093761,7812153815,0.0,3
b8e724d5-b999-3029-8a2d-ad30fbd0b9ce,BROCKTON NEIGHBORHOOD HEALTH CENTER  INC,63 MAIN ST,BROCKTON,MA,023014042,42.084598840000005,-71.01995972,5085596699,0.0,63
b9e35b8a-9831-32d8-a6dc-d7a546c126b0,VIBRA HOSPITAL OF WESTERN MASS - CENTRAL CAMPUS,111 HUNTOON MEMORIAL HIGHWAY  1ST FLOOR,SPRINGFIELD,MA,011092550,42.1018764,-72.5886727,4137876700,0.0,11
38508743-50d1-3429-8fe2-37e42ddaf20e,BAYSTATE FRANKLIN MEDICAL CENTER,164 HIGH ST,GREENFIELD,MA,013012778,42.595268700000005,-72.59288632376354,4137730211,0.0,174
2f735290-1603-31b5-b561-7c8e0d413170,BL HEALTHCARE INC DELEWARE,100 FOXBOROUGH BLVD STE 230,FOXBOROUGH,MA,020352878,42.041851949999995,-71.23486657070565,5085434150,0.0,63
e1818b21-4458-3b9c-b2b8-7ed6f57ae078,LIFE CARE CENTER OF WILBRAHAM,2399 BOSTON ROAD,WILBRAHAM,MA,010951185,42.14668485,-72.45048427046072,4135963111,0.0,6
328f813e-4de8-3ec2-a113-43f3ddfb0b2a,DILIGENCEHEALTHCARE,30-40 WESTPARK STREET,BROCKTON,MA,023015241,42.0834335,-71.0183787,8574539843,0.0,79
dd3307db-114c-3f11-be44-a9eef6bb3fc5,LYNN COMMUNITY HEALTH,269 UNION STREET,LYNN,MA,019011201,42.4652772,-70.94362420273097,7815962502,0.0,69
f2068cee-c75c-321d-9b2c-c33535db89c9,CARING HEALTHCARE SERVICES LLC,32 BOSSI AVE,RANDOLPH,MA,023682002,42.20017865,-71.0582074,6172300787,0.0,136
66505876-04a4-3f6e-9aa8-7232ee43ab76,548 ELM STREET OPERATING COMPANY  LLC,548 ELM STREET,NORTHAMPTON,MA,010602832,42.327755,-72.657308,4135863150,0.0,1
9b1f8cd0-2246-3f4f-82df-23ea314c7665,LOWN ACQUISITION LLC,800 ESSEX ST,LAWRENCE,MA,018414617,42.70162725,-71.1755487945157,7818262393,0.0,2
357e489c-304e-3495-8354-62e85b5896b5,NORTH SHORE PREVENTIVE HEALTH CARE PC,75 HERRICK ST,BEVERLY,MA,019155900,42.56305785,-70.87604053437136,9785028850,0.0,39
2e8b42f8-4300-30a9-a576-d513d1021a0a,GREATER LOWELL FAMILY PRACTICE PC,600 CLARK RD,TEWKSBURY,MA,018761699,42.63120935,-71.27023603178071,9784538446,0.0,55
d140ed3f-2696-3e78-bd77-1c959ec4fc4d,HATHAWAY MANOR EXTENDED CARE,863 HATHAWAY ROAD,NEW BEDFORD,MA,027401916,41.6512968,-70.9669902070805,5089966763,0.0,6
d4e48a16-0a60-3e90-81e5-c35b22ffe6af,GREEN MOUNTAIN URGENT CARE LLC,856 STATE RD,NORTH ADAMS,MA,012473027,42.69967208677275,-73.16330754755236,6035264635,0.0,1
8f22037a-070f-3fcf-8f39-fa879f0ae107,DARTMOUTH HOUSE NURSING HOME INC,567 DARTMOUTH ST,S DARTMOUTH,MA,027481826,41.61112,-70.93937914285715,5089977787,0.0,2
bccd7d67-203c-3d93-b6b0-bff5a146cd1d,CARECENTRAL URGENT CARE MEDICAL GROUP PC,286 WASHINGTON ST,STOUGHTON,MA,020721763,42.1384306,-71.1022598,7813412800,0.0,14
07baae96-3d74-3c69-a845-dad7b792eb52,EMTAR HEALTH CARE INC,42 ASBURY ST,SOUTH HAMILTON,MA,019821808,42.61322825,-70.87300675048934,9784684101,0.0,76
63cb4d95-04a9-3a35-b5d9-f89e0377a48d,STURDY MEMORIAL HOSPITAL INC,211 PARK ST,ATTLEBORO,MA,027033143,41.9419187,-71.2752081695297,5082368110,0.0,417
13f83225-b984-345a-a353-11237d5aadfb,ORANGE PULMONARY AND INTERNAL MEDICINE,450 W RIVER ST,ORANGE,MA,013641408,42.5928702,-72.32953998953418,9785441505,0.0,130
a2a41caf-758f-3962-8e5f-e6e603f93d17,VIBRA HOSPITAL OF WESTERN MASSACHUSETTS LLC,111 HUNTOON MEMORIAL HWY,ROCHDALE,MA,015421305,42.2020225,-71.89891616754682,5088926000,0.0,190
db28cc9a-fdfb-35a6-aef7-ab9b933ef244,CAMBRIDGE REHABILITATION & NURSING CENTER,8 DANA STREET,CAMBRIDGE,MA,021385402,42.3694992,-71.11011030010101,6178644267,0.0,17
08c42af3-1aac-3552-a4ae-74fd2cd5cba5,SUBURBAN HOME HEALTH CARE INC.,1050 COMMONWEALTH AVE,BOSTON,MA,022151109,42.3515331,-71.12272613596829,6172647100,0.0,31
a6fb79e7-4abb-3a68-b62d-e501427fdca4,AUBURN PRIMARY CARE AND AESTHETICS,489 WASHINGTON ST STE 202,AUBURN,MA,015015709,42.187836,-71.83104,5087969211,0.0,28
52e42aa3-27fb-3298-a3ae-25529dfe6347,NORTHBRIDGE REHAB CENTER LLC,85 BEAUMONT DR,NORTHBRIDGE,MA,015341093,42.15719035,-71.6521339767302,7812550531,0.0,1
9d0e702d-50a0-3f4c-9126-0951d560fd4b,NEW ENGLAND REHABILITATION SERVICES OF CENTRAL MASSACHUSETTS INC,189 MAY ST,WORCESTER,MA,016024339,42.25986305,-71.83597786023279,5087916351,0.0,106
ea8d287f-b3a9-3800-8798-788e334ee406,NORTH SHORE MEDICAL CENTER INC,81 HIGHLAND AVE,SWAMPSCOTT,MA,019072928,42.4699241,-70.9171507,9783542065,0.0,110
c7542447-e06e-32cb-b6db-243c23a0dbc2,FRANCISCAN HOSPITAL FOR CHILDREN INC,30 WARREN ST,BOSTON,MA,021353602,42.3501483,-71.14393324457691,6172543800,0.0,77
d9fe2c9c-135e-3da3-8de8-1a0ff165d886,JEWISH FAMILY & CHILDREN'S SERVICE,1430 MAIN ST,WORCESTER,MA,016091121,42.2492003,-71.92931780325071,7816475327,0.0,49
8bf5325a-c11b-35c4-b07d-17a5aeba8353,BEACON HOSPICE  AN AMYEDISYS COMPANY,815 WORCESTER STREET,SPRINGFIELD,MA,011511001,42.1018764,-72.5886727,4132051229,0.0,12
0b2738b6-7911-3aa4-8b6e-7e1df7c14fe1,GUARDIAN OP 1 LLC,888 N MAIN ST,BROCKTON,MA,023011668,42.1061239,-71.02807965450519,5085876556,0.0,1
46375470-1e20-3ddc-8dc5-010ba53826b6,BAYSTATE WING HOSPITAL CORPORATION,40 WRIGHT ST,PALMER,MA,010691138,42.16934095,-72.34120457065711,4132837651,0.0,109
9d2a1656-0f4d-30d1-bc63-eb365a05529c,STEWARD GOOD SAMARITAN MEDICAL CENTER  INC.,235 N PEARL ST,BROCKTON,MA,023011794,42.09805395,-71.0609587194362,5084272841,0.0,28
aba3e6f6-4562-342e-b90f-dd61b117f394,MEDICAL EXPRESS URGENT CARE CENTER CO INC,438 CHESTNUT STREET,SPRINGFIELD,MA,011072008,42.11291091861002,-72.59692685125127,4137811100,0.0,2
a4b91172-69e7-3895-bd89-b9a0868de5c2,DARTMOUTH PRIMARY MEDICINE  LLC,651 ORCHARD ST,NEW BEDFORD,MA,027441052,41.6149879,-70.93113851963673,5089945300,0.0,35
72f50aa0-d8c9-34dc-ac58-c428323f3bcd,BOSTON HEALTH CARE FOR THE HOMELESS PROGRAM INC,55 FRUIT ST,BOSTON,MA,021142696,42.36286045,-71.06875296664998,6177262707,0.0,25
ca8a919a-05f9-3687-bfb6-42800a70031e,LIFE LINE COMMUNITY HEALTHCARE,6111 OAK TREE BLVD STE 301,FRAMINGHAM,MA,017014613,42.3095704,-71.4413097,2165816556,0.0,57
eee00932-ca82-36bc-b7e8-e3fff6dbaeaa,DANA FARBER CANCER INSTITUTE,450 BROOKLINE AVE,WEYMOUTH,MA,021893141,42.2212188,-70.9391625,6176323000,0.0,32
be509ccb-bfb7-3b87-8945-8426b689ef9d,BOSTON HOME  INC (THE),2049 DORCHESTER AVENUE,BOSTON,MA,021244742,42.3554334,-71.060511,6178253905,0.0,35
bce5b907-584b-345d-bbcf-912cf56cb6c3,RENAISSANCE PRIMARY CARE LLC,11-15 SANDERSDALE ROAD,WORCESTER,MA,016032467,42.0667952,-72.0084995,7744202311,0.0,28
8d5880eb-1dd8-31ea-b7c5-21709f3bb341,MELROSE INTERNAL MEDICINE ASSOC PC,50 ROWE ST,MELROSE,MA,021763201,42.4592093,-71.06078096379728,7819793800,0.0,54
fd650ebc-a642-3818-b073-692473cd31f1,HARBORLIGHT FAMILY MEDICINE  PC,900 CUMMING CENTER,BEVERLY,MA,019156181,42.5584284,-70.8800491,9782790800,0.0,17
3ff0f58b-7a1f-3334-9449-ff15f68b7d86,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH INC,275 SANDWICH ST,PLYMOUTH,MA,023607761,41.94186605,-70.6455366462985,5087462000,0.0,30
70e3ad4f-b9ff-3f3e-9990-2cd7e23a9d1c,HEALTH-MD URGENT CARE,1238 RIVERDALE ST,WEST SPRINGFIELD,MA,010894675,42.1373438,-72.62624707492338,4135043507,0.0,1
8ddbad9e-b5fc-3895-8a1c-17f32197a865,BROAD REACH HOSPICE,1455 MAIN STREET,CHATHAM,MA,026332083,41.6827332,-69.98755685244114,5089454601,0.0,1
dd280187-8662-3732-af81-595d10572911,4499 ACUSHNET AVENUE OPERATING COMPANY  LLC,4499 ACUSHNET AVE,NEW BEDFORD,MA,027454707,41.74026055,-70.9450945705336,5089956900,0.0,107
a6964d47-8af0-3df2-b99d-d8414eb1cfa3,ARBOUR-FULLER HOSPITAL,200 MAY ST,SOUTH ATTLEBORO,MA,027035520,41.924394750000005,-71.36076410900014,5087618500,0.0,11
004554b4-3068-3938-832d-fa7cbe1cd1fb,DWYER HOME,25 STONEHAVEN DRIVE,WEYMOUTH,MA,021903951,42.1589443,-70.94970431672323,7816605000,0.0,4
dae3ee01-f383-366e-9ad6-dc92963064ea,MERCY MEDICAL CTR,1233 MAIN ST,HOLYOKE,MA,010405381,42.16578055,-72.63389634691956,4135365111,0.0,253
9d283097-e706-3421-8b98-948b1fdadf30,BEAR MT WEST SPRINGFIELD LLC,42 PROSPECT AVE,WEST SPRINGFIELD,MA,010894510,42.157666846720865,-72.63485704670578,4137333151,0.0,3
af3871c3-2098-3051-bcb7-8a919e194a16,HEALTHCARE SOUTH PC,97 LIBBEY PKWY,WEYMOUTH,MA,021893110,42.19322885,-70.94589987654936,7818032786,0.0,45
542185c1-943a-30f4-aba0-0efaa92488a4,EVEREST HEALTH CARE SPECIALISTS PLLC,142 LAKE ST,ARLINGTON,MA,024764738,42.40328885,-71.15140830652837,7817772320,0.0,81
de32e6d9-848e-35d4-a217-e62eb5e0bc7b,BEAR MT NEWBURYPORT LLC,77 HIGH ST,NEWBURYPORT,MA,019503071,42.8055312,-70.87001791778893,8608808202,0.0,1
0319f6d9-60a3-36ac-9f26-b782d7997b1c,ARLINGTON FAMILY PRACTICE PC,22 MILL ST,ARLINGTON,MA,024764738,42.4177455,-71.1579688,7816464345,0.0,34
a2cc09de-c1e2-3126-8c09-d49f95225281,CHILDREN'S HOSPITAL CORPORATION,300 LONGWOOD AVE,WALTHAM,MA,024532741,42.3756401,-71.2358004,6173554831,0.0,75
9f2f60a6-87a4-3f45-b753-b63b5b7e9993,NORTH END COMMUNITY HEALTH COMMITTEE INC,332 HANOVER STREET,BOSTON,MA,021131901,42.3647421,-71.0536619,6176438000,0.0,47
ab16be57-62ea-39a5-8f7a-ee1285cf6934,THE MCLEAN HOSPITAL CORPORATION,115 MILL ST,PETERSHAM,MA,013669503,42.4865962,-72.1893057,6178553316,0.0,43
0519b293-2e92-3eb3-aeef-233da0babc93,PALM SKILLED  NRSING CR & CTR FOR REHAB EXCELLENCE,40 PARKHURST ROAD,CHELMSFORD,MA,018241511,42.6198215,-71.36189212971482,9782563151,0.0,15
5c896155-eb9a-383e-9162-a43ebb7f1cc5,LINDEN PONDS,400 LINDEN PONDS WAY,HINGHAM,MA,020433784,42.1972249,-70.91712645007524,7815347030,0.0,5
c5403c4f-14d5-3171-9227-a9b8327f3149,CONTINUUM HEALTHCARE SOLUTIONS LLC,52 OLNEY RD,CHICOPEE,MA,010202103,42.1487691,-72.6071119,4135309616,0.0,96
4ffc4e4b-9d8d-3c30-ad84-fc9a7209da94,OAKS  THE,4525 ACUSHNET AVENUE,NEW BEDFORD,MA,027454727,41.74080975,-70.94731021257817,5089987807,0.0,8
70e943de-a18b-3e03-a204-ecca2f01b6d1,OAKDALE REHABILITATION & SKILLED NURSING CENTER,76 NORTH MAIN STREET,WEST BOYLSTON,MA,015831130,42.393642299999996,-71.79207534741954,5088356076,0.0,7
06cc2462-430f-3322-9c87-7e971125f510,EMERSON HOSPITAL,133 OLD ROAD TO 9 ACRE COR,WESTFORD,MA,018863198,42.5792583,-71.4378411,9782873226,0.0,68
479427f6-9419-3eba-b2c2-b037b4b89493,MANET COMMUNITY HEALTH CENTER  INC.,180 GEORGE WASHINGTON BLVD,HULL,MA,020453069,42.2630377,-70.8606109,7819254550,0.0,37
